Title, Players Estimate ,Steam App ID
Power & Revolution," 18,054 ",467520
Mr. Bree+," 18,023 ",264220
The Council," 17,993 ",287630
Tower 57," 17,991 ",530950
Artificial Defense," 17,964 ",443420
Shad'O," 17,947 ",215770
Sailaway - The Sailing Simulator," 17,933 ",552920
Nick," 17,932 ",572660
Detective Butler: Maiden Voyage Murder," 17,912 ",612620
LoveKami -Divinity Stage-," 17,905 ",547340
Another Perspective," 17,884 ",305920
Time Rifters," 17,855 ",270010
Serious Sam 3 VR: BFE," 17,842 ",567670
NEON STRUCT," 17,788 ",310740
Waste Walkers," 17,787 ",371100
Hyperspace Invaders II: Pixel Edition," 17,786 ",397690
Tokyo Dark," 17,784 ",687260
Lemma," 17,782 ",300340
Uncraft World," 17,727 ",339910
A Walk in the Dark," 17,686 ",248730
Fading Hearts," 17,685 ",259720
Distant Star: Revenant Fleet," 17,685 ",335830
Green Moon," 17,674 ",359260
Dead In Vinland," 17,655 ",573120
Goliath," 17,630 ",363520
Pixel Shinobi Nine demons of Mamoru," 17,578 ",622870
Elven Assassin," 17,568 ",503770
Resfort," 17,561 ",514710
Staff Wars: Wizard Rumble," 17,556 ",664040
Moebius: Empire Rising," 17,520 ",264520
Supreme League of Patriots," 17,491 ",331760
Slam Bolt Scrappers," 17,482 ",96900
War in a Box: Paper Tanks," 17,480 ",308460
Gynophobia," 17,477 ",365020
Adam's Venture Chronicles," 17,465 ",362410
SchrÃ¶dingerâ€™s Cat And The Raiders Of The Lost Quark," 17,454 ",295490
Time Gap," 17,451 ",500150
The Cat! Porfirio's Adventure," 17,449 ",492270
MiniBikers," 17,448 ",416350
Armored Evolution," 17,430 ",778840
Heroes of Steel RPG," 17,430 ",291190
Spooky Heroes," 17,421 ",486500
Last Inua," 17,414 ",331980
Chainsaw Warrior: Lords of the Night," 17,395 ",307600
Starlaxis Supernova Edition," 17,388 ",336200
Castle of no Escape 2," 17,386 ",542350
Escape From Nazi Labs," 17,385 ",524680
Obscure Realm," 17,371 ",589440
Spirits of Xanadu," 17,360 ",312230
Dark Matter," 17,359 ",251410
Vlad the Impaler," 17,359 ",295850
Cosmic Trip," 17,351 ",427240
The Legend of Heroes: Trails of Cold Steel II," 17,349 ",748490
Rogue Operatives Hide and Seek," 17,344 ",393790
Chowdertwo," 17,331 ",585750
Vampire of the Sands," 17,304 ",386160
Prey with Gun å¸_æ_ªç_„çŒ_ç‰©," 17,298 ",718940
BlindMaze," 17,292 ",841570
Moero Chronicle | é™êç•Œå‡¸è¨˜ ãƒ¢ã‚¨ãƒ_ã‚¯ãƒ_ãƒ‹ã‚¯ãƒ« | æ¥µé™êå‡¸è¨˜ã€€èêŒèêŒç·¨å_´åè_," 17,271 ",638160
OBEY," 17,232 ",346970
Dungeonbowl - Knockout Edition," 17,225 ",209390
Looterkings," 17,224 ",397310
The Spatials: Galactology," 17,202 ",450700
Northmark: Hour of the Wolf," 17,202 ",307010
March of the Living," 17,202 ",458000
The Dishwasher: Vampire Smile," 17,174 ",268990
Fallen: A2P Protocol," 17,167 ",325790
MonteCrypto: The Bitcoin Enigma," 17,165 ",768750
The Campaign Series: Fall Weiss," 17,150 ",283020
RPG World - Action RPG Maker," 17,145 ",492150
Air Missions: HIND," 17,133 ",423490
Sorcerer King: Rivals," 17,114 ",496730
LEGIE," 17,111 ",426050
Heroes & Legends: Conquerors of Kolhar," 17,110 ",306950
Whisper of a Rose," 17,106 ",326730
Ascension: Deckbuilding Game," 17,068 ",320430
Evochron Legacy," 17,066 ",398170
Subsurface Circular," 17,064 ",676820
Rime Berta," 17,055 ",312600
L.A. Noire: The VR Case Files," 17,035 ",722230
Ostrich Island," 17,032 ",337270
MotoGP17," 17,029 ",561610
The Disney Afternoon Collection," 17,013 ",525040
Planet Stronghold," 17,008 ",291050
Pat & Mat," 17,001 ",65710
ProtoGalaxy," 16,997 ",60600
ARAYA," 16,996 ",466740
Loot Rascals," 16,977 ",443880
Villagers," 16,973 ",412460
Moekuri: Adorable + Tactical SRPG," 16,958 ",529160
Strategy & Tactics: Dark Ages," 16,951 ",508300
Descenders," 16,951 ",681280
Just Deserts," 16,938 ",488660
Planet of the Eyes," 16,926 ",350970
Grey Cubes," 16,916 ",371500
Supercharged Robot VULKAISER," 16,903 ",349680
Relive," 16,901 ",404580
Shutshimi," 16,888 ",332530
Yesterday Origins," 16,846 ",465280
Cinderella Escape! R12," 16,840 ",408000
Cooking Witch," 16,817 ",514580
Through the Woods," 16,808 ",368430
Message Quest," 16,801 ",408280
Three Days," 16,792 ",375580
Weed Shop 2," 16,792 ",617700
Breathing Fear," 16,778 ",535400
The Dwarf Run," 16,767 ",395420
Cliff Empire," 16,764 ",809140
Smash Up: Conquer the bases with your factions," 16,758 ",446540
CreaVures," 16,752 ",49810
Bitardia," 16,752 ",405010
Evil Defenders," 16,747 ",412520
Pills4Skills," 16,744 ",427770
Adventures Of Pipi 2 Save Hype," 16,740 ",860790
FURIDASHI: Drift Cyber Sport," 16,740 ",658570
Adam Wolfe," 16,734 ",483420
Darkarta: A Broken Heart's Quest Collector's Edition," 16,715 ",601530
Big Brain Wolf," 16,686 ",35600
Just Get Through," 16,676 ",338190
Sanitarium," 16,661 ",284050
Ace of Seafood," 16,659 ",450500
Team Indie," 16,655 ",302850
#monstercakes," 16,640 ",614910
Ortus Regni," 16,627 ",472060
Caves!," 16,617 ",704490
Strata," 16,573 ",286380
Make It Rain: Love of Money," 16,569 ",615400
Dog Sled Saga," 16,563 ",286240
INFRA," 16,562 ",251110
Ferrum's Secrets: Where Is Grandpa?," 16,546 ",391340
Dungeon Creepster," 16,525 ",598470
Flat Kingdom Paper's Cut Edition," 16,515 ",405970
Monsters and Medicine," 16,512 ",464740
SQR," 16,490 ",711110
Magnetic: Cage Closed," 16,474 ",344410
Royal Heroes," 16,467 ",439920
Ku: Shroud of the Morrigan," 16,462 ",270330
Tactical Soccer The New Season," 16,447 ",400380
Cattails | Become a Cat!," 16,435 ",634160
Kaiju-A-GoGo," 16,431 ",333210
Magicians & Looters," 16,407 ",284180
NALOGI," 16,374 ",810670
Black & White Bushido," 16,342 ",404050
Zombie Grinder," 16,341 ",263920
EVEREST VR," 16,340 ",384750
STEINS;GATE 0," 16,306 ",825630
Out of the Park Baseball 19," 16,298 ",619290
Serafina's Crown," 16,288 ",449340
Crossing Souls," 16,287 ",331690
Wooden Sen'SeY," 16,273 ",259830
Braveland Wizard," 16,257 ",333880
Raptor: Call of The Shadows - 2015 Edition," 16,257 ",336060
5089: The Action RPG," 16,256 ",414510
YOU DONâ€™T KNOW JACK," 16,240 ",99200
Floppy Heroes," 16,213 ",480450
Cosmic Star Heroine," 16,200 ",256460
Microsoft Allegiance," 16,199 ",700480
School Bus Fun," 16,198 ",301990
Woody Two-Legs: Attack of the Zombie Pirates," 16,197 ",49320
FIST OF AWESOME," 16,194 ",305070
The Norwood Suite," 16,161 ",696480
Eisenwald: Blood of November," 16,145 ",528820
RC Plane 3," 16,143 ",670500
Dungeon Rats," 16,140 ",531930
Red Comrades Save the Galaxy: Reloaded," 16,134 ",415610
Warstone TD," 16,131 ",562500
rymdkapsel," 16,121 ",253790
Ripple Effect," 16,118 ",574440
Nantucket," 16,117 ",621220
The Metronomicon: Slay The Dance Floor," 16,107 ",416790
Block Story," 16,101 ",270110
Evening Surprise," 16,080 ",690930
Downward," 16,078 ",506900
The Underground Man," 16,075 ",513230
Motorama," 16,051 ",327010
Caravanserail," 16,045 ",448480
Airport Madness 3D," 16,045 ",445770
Sprint Vector," 16,043 ",590690
Estranged: Act II," 16,033 ",582890
Mutiny!!," 16,030 ",669050
Rocketbirds 2 Evolution," 16,030 ",470210
Rex Rocket," 16,023 ",288020
Survivor Squad: Gauntlets," 16,013 ",331720
Fly Simulator," 16,008 ",655790
Typoman," 15,991 ",336240
TUNNEL DIVERS," 15,982 ",569720
Pretty Girls Panic!," 15,981 ",565720
Parcel," 15,976 ",316080
Avalon Lords: Dawn Rises," 15,970 ",329280
Waking the Glares - Chapters I and II," 15,960 ",568470
Son of Nor," 15,950 ",264000
Luxor Evolved," 15,944 ",205830
IMSCARED," 15,935 ",429720
Pierhead Arcade," 15,932 ",435490
INVERSUS Deluxe," 15,925 ",432980
BREAK ARTS II," 15,908 ",547360
Carrier Deck," 15,890 ",580720
ZomDay," 15,876 ",681390
SWEATER? OK!," 15,866 ",539700
Soul Axiom," 15,864 ",279900
Far Space VR," 15,831 ",594730
Townsmen," 15,818 ",486540
When Our Journey Ends - A Visual Novel," 15,816 ",563520
MachiaVillain," 15,800 ",555510
Heart&Slash," 15,792 ",326840
SAELIG," 15,787 ",612720
Call of Cthulhu: The Wasted Land," 15,776 ",251390
Alien Hallway," 15,773 ",98900
8Bit Fiesta," 15,765 ",382260
Eador. Imperium," 15,757 ",477730
SAKeRETSU," 15,750 ",613400
Chuck's Challenge 3D," 15,739 ",262590
Uptasia," 15,738 ",719730
6180 the moon," 15,732 ",299660
Keebles," 15,727 ",347040
Shadow Puppeteer," 15,703 ",316480
Terminal Hacker," 15,681 ",547010
BIT.TRIP FLUX," 15,670 ",205090
Cart Racer," 15,666 ",587420
Inside My Radio," 15,660 ",357720
The Quest," 15,649 ",428880
Fighties," 15,647 ",362810
Jamsouls," 15,645 ",314460
Lucius Demake," 15,643 ",364230
Hypership Out of Control," 15,585 ",354040
Albino Lullaby: Episode 1," 15,560 ",355860
Battle Bruise," 15,556 ",618510
SIMULACRA," 15,552 ",712730
A Bastard's Tale," 15,551 ",371550
Super Star Path," 15,551 ",375120
Kalimba," 15,536 ",324140
Band of Defenders," 15,532 ",644640
ClickRaid," 15,489 ",658160
Rogue State," 15,478 ",396090
æÅ‹çˆ±æ¨¡æ‹Ÿå™¨ Love Simulation," 15,463 ",836480
Deadnaut," 15,443 ",337040
Ahnayro: The Dream World," 15,441 ",449730
Dragon: The Game," 15,422 ",305960
The Hive," 15,417 ",325730
Pure Pool," 15,411 ",300610
Rooks Keep," 15,395 ",299440
FIM Speedway Grand Prix 15," 15,378 ",348820
The Last Hero," 15,375 ",805780
Knightfall: Rivals," 15,365 ",587460
Castaway Paradise - Town Building Sim," 15,364 ",304950
BossConstructor," 15,356 ",330100
The Adventures of Fluffy," 15,330 ",586600
The Adventures of Fei Duanmu ç«¯æœ¨æ–êå_‚é—»å_•," 15,320 ",593200
Intelligent Design: An Evolutionary Sandbox," 15,307 ",627620
HyperRogue," 15,290 ",342610
Chime Sharp," 15,264 ",326520
"Burn, Clown, Burn!"," 15,252 ",740150
TRISTOY," 15,243 ",303260
TY the Tasmanian Tiger 2," 15,235 ",411970
Ashley: The Story Of Survival," 15,226 ",820580
Magnetic By Nature," 15,213 ",296510
Into the Void," 15,201 ",420270
Pickers," 15,198 ",204440
PONCHO," 15,196 ",332620
EVE: Valkyrie â€“ Warzone," 15,182 ",688480
The Black Death," 15,180 ",412450
Roller Coaster Rampage," 15,167 ",209610
Good Robot," 15,166 ",358830
Fireburst," 15,159 ",207190
Car Washer: Summer of the Ninja," 15,153 ",369360
Oscura: Lost Light," 15,153 ",320520
Gem Wars: Attack of the Jiblets," 15,145 ",370590
But to Paint a Universe," 15,131 ",335220
Water Bears VR," 15,129 ",394130
Statues," 15,124 ",413680
Driftmoon," 15,123 ",263380
Phantom Soldier," 15,110 ",610930
Diamo XL," 15,092 ",715010
Masked Forces," 15,081 ",555750
Robot Pirates," 15,080 ",645780
Anarcute," 15,074 ",390720
Sweet fantasy," 15,063 ",612110
Age of Fear: The Undead King," 15,054 ",351480
Zup! X," 15,041 ",508900
Interstellar Logistics Inc," 15,018 ",502150
CrossCells," 15,007 ",632000
THORNYWAY," 15,006 ",627460
Winged Sakura: Mindy's Arc," 14,964 ",331390
BlastZone 2," 14,958 ",349260
Leap Up no jutsu," 14,947 ",560710
Kiai Resonance," 14,939 ",360450
Demon Hunter 2: New Chapter," 14,930 ",465720
Dark Passenger," 14,925 ",611140
Prison Run and Gun," 14,925 ",436390
Diamond Dan," 14,906 ",70500
Draw Puzzle ç”»ä_‹è°œ," 14,899 ",664180
Leveron Space," 14,850 ",467350
Eventide 2: The Sorcerers Mirror," 14,848 ",510650
Pixel Star," 14,846 ",367300
The Legend of Heroes: Trails in the Sky the 3rd," 14,844 ",436670
Gravitron 2," 14,840 ",21300
Pang Adventures," 14,837 ",415150
Age of Fear 2: The Chaos Lord GOLD," 14,837 ",341150
Stop Online - Battle of Words," 14,836 ",406310
One More Line," 14,833 ",356890
Knockout League - Arcade VR Boxing," 14,833 ",488920
Obliteracers," 14,810 ",368740
TumbleSeed," 14,758 ",457890
Hive Jump," 14,753 ",295670
All Zombies Must Die!: Scorepocalypse ," 14,751 ",209360
Starscape," 14,750 ",20700
Euclidean," 14,748 ",398180
Zombie City Defense 2," 14,745 ",473970
Cereal Soup," 14,732 ",838900
Tibetan Quest: Beyond the World's End," 14,697 ",427550
Cargo Cult: Shoot'n'Loot VR," 14,694 ",565380
Frightened Beetles," 14,685 ",823830
Chicken Assassin: Master of Humiliation," 14,683 ",489610
Ookibloks," 14,646 ",399910
Unexplored," 14,636 ",506870
Pivvot," 14,630 ",293900
Krautscape," 14,600 ",268360
Viktor," 14,596 ",296730
Bad Dream: Coma," 14,588 ",538070
Siralim 2," 14,584 ",464620
Residue: Final Cut," 14,577 ",265790
Zoop! - Hunter's Grimm," 14,576 ",577460
PlayClaw 5 - Game Recording and Streaming," 14,572 ",237370
Imprisoned Light," 14,562 ",540100
Mini Ghost," 14,552 ",586880
BeatBlasters III," 14,550 ",246800
Iron Fisticle," 14,530 ",306700
Crystal Story II," 14,530 ",344860
Rush for Glory," 14,527 ",303470
Disney Epic Mickey 2:  The Power of Two," 14,521 ",245300
Osy Osmosis," 14,520 ",502730
Devil's Dare æ‚ªé_”ãÅ®æŒ‘æˆ_," 14,512 ",279580
Three Fourths Home: Extended Edition," 14,507 ",344500
Near Death," 14,506 ",327560
Super Mega Baseball 2," 14,505 ",414870
GemBreak," 14,490 ",491160
THOTH," 14,481 ",510620
Aveyond 3-1: Lord of Twilight," 14,478 ",272010
Bad Caterpillar," 14,477 ",447950
Lust for Darkness," 14,474 ",523650
Bridge Constructor Stunts," 14,464 ",419080
Oil Enterprise," 14,452 ",353630
Door Kickers: Action Squad," 14,448 ",686200
Star Hammer: The Vanguard Prophecy," 14,447 ",337680
Always Remember Me," 14,440 ",291030
Connected Hearts - Visual novel," 14,432 ",603140
Zombie Ballz," 14,417 ",581970
KAMUI," 14,417 ",283820
Coffee Shop Tycoon," 14,412 ",370060
Polygon Attack," 14,407 ",529900
Oblivious Garden ~Carmina Burana," 14,406 ",323490
Dragon's Wake," 14,404 ",399070
A Druid's Duel," 14,390 ",333970
Karateka," 14,384 ",217270
Six Days of Snow," 14,378 ",754810
Autobahn Police Simulator 2," 14,373 ",483770
In Celebration of Violence," 14,359 ",509570
Rambo The Video Game: Baker Team," 14,359 ",274130
Black Ice," 14,346 ",311800
Narcosis," 14,326 ",366870
Backstage Pass," 14,314 ",288220
12 orbits," 14,308 ",529950
Mahluk:Dark demon," 14,304 ",503480
Nova Blitz," 14,297 ",388370
Vertex Dispenser," 14,275 ",102400
Mother Simulator," 14,258 ",802730
Phantaruk," 14,231 ",468930
Always The Same Blue Sky...," 14,231 ",363410
Vortex: The Gateway," 14,230 ",406170
Aerofly FS 1 Flight Simulator," 14,219 ",214130
High Hell," 14,217 ",673000
Flame Over," 14,214 ",345080
PAC-MAN MUSEUM," 14,207 ",236470
Code of Princess," 14,198 ",408640
Bear Simulator," 14,195 ",395850
Blood Feed," 14,192 ",575950
Viking Squad," 14,172 ",325930
VR: Vacate the Room," 14,172 ",494810
Changed," 14,163 ",814540
MOAI: Build Your Dream," 14,158 ",338980
Higurashi When They Cry Hou - Ch.3 Tatarigoroshi," 14,157 ",472870
Gal*Gun VR," 14,148 ",678520
htoL#NiQ: The Firefly Diary / htoL#NiQ-ãƒ›ã‚¿ãƒ«ãƒ_ãƒ‹ãƒƒã‚_-," 14,141 ",368640
Carried Away," 14,129 ",638000
Knightmare Tower," 14,116 ",298400
Pier Solar and the Great Architects," 14,095 ",286220
Legend of Kay Anniversary," 14,089 ",313810
Glowfish," 14,082 ",60350
Transcripted," 14,071 ",215450
Club Life," 14,066 ",404180
The Little Acre," 14,057 ",423590
Starship Corporation," 14,040 ",292330
Braveland Pirate," 14,024 ",391490
Shiness: The Lightning Kingdom," 14,015 ",366640
Chicken Invaders 4," 14,015 ",301300
After Dreams," 14,012 ",498710
Small Radios Big Televisions," 14,004 ",390040
Overload," 13,985 ",448850
Pixel Dungeon," 13,983 ",365900
White Day: A Labyrinth Named School," 13,976 ",466130
Robot Rescue Revolution," 13,974 ",284200
Storm," 13,973 ",231020
Plancon: Space Conflict," 13,947 ",461940
7 Wonders: Ancient Alien Makeover," 13,944 ",223000
Rigonauts," 13,942 ",214100
Eterium," 13,942 ",280200
Babycar Driver," 13,915 ",860530
Space Rogue," 13,915 ",364300
Ultimate Fishing Simulator," 13,901 ",468920
Robot Legions Reborn," 13,885 ",490880
1993 Space Machine," 13,878 ",373480
Gravity Ghost," 13,862 ",251490
3030 Deathwar Redux - A Space Odyssey," 13,861 ",464360
Origin Of Destiny: Crimson Awakening," 13,853 ",448570
Radiation Island," 13,838 ",307940
True Lover's Knot," 13,835 ",416630
The Next Penelope," 13,827 ",332250
Hope Lake," 13,817 ",485690
StuntMANIA Reloaded," 13,812 ",324750
Global Outbreak: Doomsday Edition," 13,785 ",264260
Asphyxia," 13,779 ",386990
Torn Tales," 13,777 ",388960
Beans: The Coffee Shop Simulator," 13,770 ",549240
Sky Force Reloaded," 13,770 ",667600
RED," 13,769 ",573770
VirZOOM Arcade," 13,759 ",448710
The House of Da Vinci," 13,755 ",522470
Children of Zodiarcs," 13,744 ",436290
Just Shapes & Beats," 13,743 ",531510
The Sun at Night," 13,725 ",314570
Board Defenders," 13,717 ",516010
Foresight," 13,687 ",315080
Pulstar," 13,667 ",280460
Plenty: Skyhearth," 13,654 ",538950
NS2: Combat," 13,654 ",310110
Porcunipine," 13,644 ",352620
Aloha Paradise Hotel," 13,642 ",598820
Eagle Flight," 13,642 ",408250
Crazy Catman," 13,634 ",645710
Ragdoll Runners," 13,624 ",404820
Bloo Kid 2," 13,614 ",379640
Superstatic," 13,579 ",375290
Rogue's Tale," 13,569 ",265990
Harvest Moon: Light of Hope," 13,567 ",585900
The Secret Order 4: Beyond Time," 13,566 ",517360
Midnight Mysteries: Salem Witch Trials," 13,565 ",208620
Major\Minor - Complete Edition," 13,561 ",475490
Faerie Solitaire Remastered," 13,560 ",583930
Journal," 13,539 ",261680
Dragon Lords: 3D Strategy," 13,533 ",661960
Pictopix," 13,506 ",568320
Siege Wars," 13,472 ",348340
Paradigm," 13,467 ",600370
Beavers Be Dammed," 13,454 ",764570
Serial Cleaner," 13,449 ",522210
GIBZ," 13,445 ",448320
Alien Spidy," 13,444 ",207000
Quest Hunter," 13,437 ",487000
VRC PRO," 13,437 ",335070
Mighty Gunvolt," 13,415 ",394600
Vaporum," 13,404 ",629690
Space Food Truck," 13,400 ",397390
7," 13,387 ",684210
Tiny Echo," 13,382 ",629770
Sneaky Sneaky," 13,382 ",259410
Pound of Ground," 13,367 ",33980
Seduce Me 2: The Demon War," 13,365 ",461700
Forget Me Not: My Organic Garden," 13,357 ",363980
Project Explore," 13,345 ",357650
Suna," 13,340 ",803920
Warriors: Rise to Glory!," 13,332 ",582330
Chronicles of Teddy," 13,320 ",341020
Iggy's Egg Adventure," 13,305 ",366040
BLADESTORM: Nightmare," 13,303 ",350310
Curses 'N Chaos," 13,265 ",307620
Infinite Space III: Sea of Stars," 13,264 ",269990
Sky Gamblers: Storm Raiders," 13,240 ",304910
Candleman: The Complete Journey," 13,214 ",591630
Toast Time," 13,208 ",316660
Murderous Pursuits," 13,203 ",638070
ChargeShot," 13,199 ",401840
Islet Online," 13,177 ",428180
Nancy Drew: Warnings at Waverly Academy," 13,164 ",43600
Typefighters (Steam Edition)," 13,160 ",434290
On Rusty Trails," 13,159 ",277700
Archon Classic," 13,158 ",65400
Christmas party," 13,146 ",764060
Boo Bunny Plague," 13,144 ",313590
A Legend of Luca," 13,136 ",433600
Cosmic Leap," 13,130 ",420850
Procyon," 13,126 ",266250
Pixel Gladiator," 13,120 ",542400
Dead of Night," 13,110 ",656630
CAFE 0 ~The Drowned Mermaid~," 13,099 ",335660
Miracle Fly," 13,082 ",395140
Enola," 13,069 ",263520
Avoid - Sensory Overload," 13,059 ",286660
"Once Bitten, Twice Dead!"," 13,044 ",360590
The Last Dream: Developer's Edition," 13,040 ",395860
WARRIORS ALL-STARS / ç„¡åèŒâ˜†ã‚_ã‚¿ãƒ_ã‚º," 13,024 ",610190
Insanity's Blade," 13,023 ",334190
Chowderchu," 13,020 ",431740
MagiCats Builder (Crazy Dreamz)," 13,012 ",690610
OmniBus," 13,002 ",415740
Where is my Heart?," 12,995 ",244950
Pro Rugby Manager 2015," 12,988 ",273030
Kyn," 12,976 ",314560
Voxel Turf," 12,972 ",404530
Learn Japanese To Survive! Katakana War," 12,968 ",554600
UBERMOSH:BLACK," 12,967 ",444940
Koihime Enbu æÅ‹å§«â€ æ_”æ__," 12,961 ",452420
Last Hope - Tower Defense," 12,959 ",434020
After The End: The Harvest," 12,957 ",386140
Iron Madness," 12,950 ",442220
The Men of Yoshiwara: Kikuya," 12,945 ",381100
Mining Industry Simulator," 12,901 ",321660
Tiny Guardians," 12,878 ",431230
Domino Sky," 12,854 ",457480
There Was A Caveman," 12,852 ",407290
Into The Gloom," 12,851 ",342350
Mighty Switch Force! Hyper Drive Edition," 12,843 ",366970
Tower!3D Pro," 12,837 ",588190
Aporia: Beyond The Valley," 12,818 ",573130
Doors," 12,817 ",395350
Bleeding Border," 12,815 ",416290
The Clans - Saga of the Twins," 12,807 ",342090
FPV Air Tracks," 12,792 ",461680
Hentai," 12,791 ",704550
Fantasy Versus," 12,787 ",787400
DESYNC," 12,783 ",390030
Overruled!," 12,778 ",297740
MISSING: An Interactive Thriller - Episode One," 12,777 ",354650
Death by Game Show," 12,776 ",409730
GunWorld," 12,773 ",349950
Cross of the Dutchman," 12,762 ",384000
McDROID," 12,753 ",252970
CasinoRPG," 12,744 ",658970
Wayout 2: Hex," 12,729 ",585950
Regalia: Of Men and Monarchs," 12,724 ",464150
Psy High," 12,722 ",339510
Bullshot," 12,702 ",436530
Drive to Hell," 12,689 ",334840
Adventurezator: When Pigs Fly," 12,687 ",300280
Bloody Streets," 12,682 ",336110
Quantum Conscience," 12,680 ",375770
Wild West Online," 12,676 ",743860
